@relation PC4
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 string
@data
8.0,1.0,0.0,0.0,6.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,6.55,28.0,5138.91,0.06,71.0,0.04,285.49,183.53,1.0,0.0,0.0,2.0,0.03,28.0,43.0,2.0,4.0,30.0,28.57,15.0,'N'
1.0,7.0,3.0,0.0,0.0,0.0,4.0,0.44,0.0,0.0,3.0,0.75,16.0,1.0,0.0,9.0,0.0,27.11,10.2,2820.14,0.09,62.0,0.1,156.67,276.48,0.25,0.0,0.0,14.0,0.25,17.0,45.0,10.0,12.0,16.0,0.0,9.0,'N'
33.0,29.0,7.0,9.0,20.0,52.0,15.0,0.25,24.0,2.17,8.0,0.53,67.0,3.0,0.14,51.0,0.0,34.92,44.83,70169.94,0.52,272.0,0.02,3898.33,1565.33,0.2,14.0,26.0,54.0,0.13,104.0,168.0,29.0,25.0,115.0,36.25,60.0,'N'
1.0,19.0,0.0,17.0,0.0,0.0,10.0,0.21,0.0,0.0,1.0,0.1,40.0,8.0,0.78,31.0,3.0,29.53,47.36,66226.0,0.47,243.0,0.02,3679.22,1398.44,0.8,0.0,0.0,32.0,0.2,102.0,141.0,28.0,26.0,50.0,35.42,48.0,'N'
7.0,13.0,5.0,9.0,9.0,24.0,7.0,0.22,12.0,2.0,6.0,0.86,30.0,1.0,0.0,23.0,0.0,33.28,16.03,8555.65,0.18,111.0,0.06,475.31,533.62,0.14,6.0,12.0,25.0,0.14,37.0,74.0,15.0,13.0,50.0,43.9,32.0,'Y'
27.0,9.0,0.0,7.0,9.0,16.0,5.0,0.23,8.0,2.0,1.0,0.2,17.0,1.0,0.0,15.0,0.0,19.42,18.42,6585.38,0.12,77.0,0.05,365.85,357.58,0.2,4.0,8.0,14.0,0.08,34.0,43.0,12.0,13.0,59.0,51.61,22.0,'N'
3.0,7.0,1.0,3.0,0.0,8.0,4.0,0.4,2.0,4.0,2.0,0.5,9.0,4.0,1.0,7.0,0.0,18.39,9.17,1545.09,0.06,39.0,0.11,85.84,168.56,1.0,3.0,4.0,7.0,0.27,15.0,24.0,9.0,11.0,15.0,30.0,10.0,'Y'
13.0,15.0,3.0,1.0,5.0,24.0,8.0,0.21,10.0,2.4,6.0,0.75,34.0,5.0,0.57,37.0,0.0,34.13,32.11,35212.66,0.37,206.0,0.03,1956.26,1096.32,0.63,7.0,12.0,28.0,0.14,71.0,135.0,21.0,19.0,58.0,13.95,38.0,'N'
1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.38,0.0,0.0,2.0,0.67,10.0,3.0,1.0,8.0,1.0,8.65,15.6,2104.23,0.04,33.0,0.06,116.9,134.89,1.0,0.0,0.0,9.0,0.3,13.0,20.0,5.0,12.0,10.0,0.0,8.0,'N'
37.0,48.0,0.0,1.0,48.0,0.0,27.0,0.23,0.0,0.0,1.0,0.04,93.0,13.0,0.46,115.0,4.0,74.42,39.83,118062.58,0.99,482.0,0.03,6559.03,2964.18,0.48,0.0,0.0,68.0,0.13,156.0,326.0,47.0,24.0,203.0,29.88,116.0,'N'
10.0,1.0,9.0,0.0,22.0,0.0,1.0,0.06,0.0,0.0,1.0,1.0,17.0,1.0,0.0,18.0,0.0,71.72,5.25,1976.72,0.13,76.0,0.19,109.82,376.52,1.0,0.0,0.0,18.0,0.02,36.0,40.0,24.0,7.0,52.0,55.0,18.0,'N'
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,15.4,11.0,1863.6,0.06,51.0,0.09,103.53,169.42,1.0,0.0,0.0,2.0,0.08,22.0,29.0,5.0,5.0,13.0,0.0,9.0,'N'
13.0,3.0,6.0,0.0,6.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,13.0,1.0,0.0,19.0,0.0,41.39,9.75,3934.63,0.13,80.0,0.1,218.59,403.55,0.5,1.0,2.0,13.0,0.05,39.0,41.0,22.0,11.0,40.0,24.0,19.0,'N'
28.0,9.0,4.0,5.0,23.0,16.0,5.0,0.14,8.0,2.0,5.0,1.0,23.0,1.0,0.0,32.0,2.0,39.89,20.67,17036.72,0.27,168.0,0.05,946.48,824.36,0.2,4.0,8.0,20.0,0.06,62.0,106.0,18.0,12.0,89.0,46.67,37.0,'N'
4.0,1.0,3.0,0.0,6.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,24.22,5.0,605.57,0.04,31.0,0.2,33.64,121.11,1.0,0.0,0.0,6.0,0.05,15.0,16.0,9.0,6.0,19.0,46.15,7.0,'N'
10.0,9.0,3.0,2.0,0.0,0.0,5.0,0.28,0.0,0.0,3.0,0.6,17.0,3.0,0.5,16.0,0.0,15.62,25.83,10423.15,0.13,88.0,0.04,579.06,403.48,0.6,0.0,0.0,14.0,0.16,31.0,57.0,9.0,15.0,32.0,11.11,18.0,'N'
