@relation PC5
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 string
@data
3.0,11.0,2.0,1.0,4.0,16.0,6.0,0.19,8.0,4.0,0.67,22.0,1.0,0.0,31.0,0.0,6.0,1.0,27.55,17.19,8142.3,0.16,89.0,0.06,452.35,473.65,0.17,4.0,8.0,18.0,0.14,38.0,51.0,21.0,19.0,43.0,13.89,32.0,'Y'
6.0,17.0,2.0,0.0,3.0,24.0,9.0,0.16,8.0,4.0,0.44,26.0,6.0,0.63,57.0,0.0,9.0,1.0,52.59,24.94,32717.39,0.44,229.0,0.04,1817.63,1311.69,0.67,8.0,12.0,19.0,0.13,97.0,132.0,35.0,18.0,72.0,5.0,57.0,'N'
0.0,11.0,5.0,3.0,6.0,20.0,6.0,0.19,10.0,6.0,1.0,24.0,1.0,0.0,29.0,0.0,6.0,1.0,42.16,12.57,6662.86,0.18,106.0,0.08,370.16,530.0,0.17,5.0,10.0,20.0,0.15,48.0,58.0,21.0,11.0,40.0,23.68,32.0,'N'
1.0,17.0,2.0,1.0,17.0,24.0,9.0,0.14,8.0,5.0,0.56,28.0,7.0,0.75,62.0,0.0,8.0,0.89,28.81,47.03,63730.17,0.45,271.0,0.02,3540.56,1355.0,0.78,8.0,12.0,21.0,0.11,83.0,188.0,15.0,17.0,83.0,22.5,63.0,'N'
7.0,17.0,4.0,0.0,7.0,30.0,9.0,0.23,14.0,8.0,0.89,36.0,3.0,0.25,40.0,0.0,8.0,0.89,45.44,18.69,15868.32,0.28,163.0,0.05,881.57,849.14,0.33,8.0,15.0,29.0,0.16,69.0,94.0,24.0,13.0,56.0,14.89,40.0,'N'
2.0,19.0,0.0,1.0,4.0,20.0,10.0,0.53,2.0,1.0,0.1,22.0,10.0,1.0,18.0,0.0,4.0,0.4,29.77,12.0,4286.8,0.12,76.0,0.08,238.16,357.23,1.0,9.0,25.0,14.0,0.37,24.0,52.0,13.0,13.0,27.0,21.74,19.0,'N'
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,12.49,8.0,799.29,0.03,27.0,0.13,44.41,99.91,1.0,0.0,0.0,4.0,0.13,10.0,17.0,5.0,8.0,8.0,16.67,5.0,'N'
9.0,1.0,2.0,2.0,25.0,0.0,1.0,0.11,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,33.62,6.0,1210.43,0.07,44.0,0.17,67.25,201.74,1.0,0.0,0.0,4.0,0.02,20.0,24.0,15.0,9.0,45.0,79.41,9.0,'N'
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.03,0.0,1.0,1.0,18.0,1.0,0.0,32.0,0.0,0.0,0.0,111.27,11.31,14243.48,0.42,232.0,0.09,791.3,1258.89,1.0,0.0,0.0,19.0,0.03,99.0,133.0,35.0,8.0,39.0,3.03,32.0,'Y'
3.0,7.0,1.0,0.0,3.0,10.0,4.0,0.29,4.0,1.0,0.25,13.0,4.0,1.0,14.0,0.0,2.0,0.5,18.46,12.5,2884.41,0.08,48.0,0.08,160.25,230.75,1.0,3.0,5.0,11.0,0.17,25.0,23.0,14.0,14.0,23.0,17.65,14.0,'N'
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,1.0,18.6,5.25,512.78,0.03,25.0,0.19,28.49,97.67,0.5,1.0,2.0,6.0,0.18,12.0,13.0,8.0,7.0,11.0,0.0,7.0,'N'
4.0,5.0,3.0,0.0,1.0,8.0,3.0,0.2,4.0,1.0,0.33,12.0,1.0,0.0,15.0,0.0,3.0,1.0,22.01,10.0,2200.78,0.07,48.0,0.1,122.27,220.08,0.33,2.0,4.0,11.0,0.12,20.0,28.0,12.0,12.0,25.0,6.25,15.0,'N'
6.0,15.0,2.0,0.0,3.0,22.0,8.0,0.14,8.0,4.0,0.5,24.0,5.0,0.57,57.0,0.0,8.0,1.0,50.78,25.15,32110.24,0.43,224.0,0.04,1783.9,1276.9,0.63,7.0,11.0,18.0,0.11,95.0,129.0,34.0,18.0,71.0,5.0,57.0,'N'
2.0,3.0,1.0,2.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,1.0,0.5,16.73,5.5,506.0,0.03,23.0,0.18,28.11,92.0,0.5,1.0,2.0,6.0,0.15,11.0,12.0,8.0,8.0,13.0,22.22,9.0,'N'
2.0,17.0,5.0,3.0,6.0,32.0,9.0,0.19,16.0,9.0,1.0,37.0,1.0,0.0,45.0,0.0,9.0,1.0,56.82,14.87,12564.22,0.28,161.0,0.07,698.01,844.92,0.11,8.0,16.0,30.0,0.16,73.0,88.0,27.0,11.0,58.0,16.67,48.0,'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.2,6.0,9.0,6.0,6.0,5.0,0.0,2.0,'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,12.68,2.5,79.25,0.01,10.0,0.4,4.4,31.7,1.0,0.0,0.0,3.0,0.14,4.0,6.0,4.0,5.0,7.0,0.0,2.0,'N'
0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.17,0.0,1.0,1.0,4.0,1.0,0.0,5.0,2.0,1.0,1.0,17.05,4.81,394.84,0.03,21.0,0.21,21.94,82.04,1.0,0.0,0.0,5.0,0.1,11.0,10.0,8.0,7.0,10.0,28.57,6.0,'N'
5.0,31.0,0.0,11.0,11.0,48.0,16.0,0.36,18.0,1.0,0.06,50.0,12.0,0.73,34.0,0.0,14.0,0.88,18.94,38.08,27457.39,0.24,150.0,0.03,1525.41,721.1,0.75,15.0,24.0,36.0,0.25,66.0,84.0,13.0,15.0,64.0,39.29,45.0,'Y'
14.0,17.0,4.0,7.0,13.0,36.0,9.0,0.13,16.0,7.0,0.78,44.0,1.0,0.0,65.0,0.0,9.0,1.0,108.64,19.61,41790.22,0.71,339.0,0.05,2321.68,2130.75,0.11,10.0,18.0,37.0,0.09,152.0,187.0,62.0,16.0,101.0,23.53,72.0,'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,3.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,3.0,'N'
2.0,3.0,2.0,0.0,2.0,4.0,2.0,0.12,2.0,2.0,1.0,6.0,1.0,0.0,17.0,0.0,2.0,1.0,32.25,11.29,4115.0,0.12,75.0,0.09,228.61,364.35,0.5,1.0,2.0,6.0,0.08,32.0,43.0,17.0,12.0,24.0,10.53,17.0,'N'
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,12.0,4.5,243.0,0.02,18.0,0.22,13.5,54.0,1.0,0.0,0.0,2.0,0.11,9.0,9.0,4.0,4.0,9.0,20.0,4.0,'N'
0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,7.49,3.0,67.38,0.01,8.0,0.33,3.74,22.46,1.0,0.0,0.0,4.0,0.2,1.0,7.0,1.0,6.0,5.0,33.33,2.0,'N'
2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,1.0,0.5,14.43,5.14,381.76,0.02,19.0,0.19,21.21,74.23,0.5,1.0,2.0,6.0,0.17,9.0,10.0,7.0,8.0,12.0,12.5,8.0,'N'
3.0,7.0,0.0,20.0,0.0,10.0,4.0,0.13,4.0,1.0,0.25,11.0,3.0,0.67,11.0,0.0,4.0,1.0,66.84,11.85,9380.22,0.26,152.0,0.08,521.12,791.84,0.75,3.0,5.0,9.0,0.11,56.0,96.0,26.0,11.0,36.0,64.51,31.0,'N'
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.33,2.0,1.0,0.33,8.0,3.0,1.0,9.0,0.0,3.0,1.0,10.85,9.0,879.05,0.03,25.0,0.11,48.84,97.67,1.0,2.0,3.0,7.0,0.27,9.0,16.0,5.0,10.0,11.0,0.0,9.0,'N'
17.0,43.0,2.0,2.0,120.0,84.0,22.0,0.17,42.0,2.0,0.09,103.0,1.0,0.0,126.0,0.0,15.0,0.68,50.4,38.79,75848.87,0.65,352.0,0.03,4213.83,1955.22,0.05,21.0,42.0,83.0,0.08,125.0,227.0,29.0,18.0,267.0,49.19,128.0,'N'
